"Year","LEA","LEA Name","Type","SourceState","SourceFederal","SourceLocal","SourceTotal","Per PupilState","Per PupilFederal","Per PupilLocal","Per PupilTotal","Per PupilPercent"
"2013","400","Greene County Schools","INSTRUCTIONAL EQUIP.","99,910","228,309","49,067","377,286","31.75","72.55","15.59","119.89","1.1"
"2013","400","Greene County Schools","TOTAL","22,727,214","5,857,842","4,859,519","33,444,575","7,221.88","1,861.40","1,544.18","10,627.46","100.0"
"2013","410","Guilford County Schools","SALARIES","264,802,391","39,336,810","109,688,628","413,827,829","3,683.69","547.22","1,525.89","5,756.80","62.5"
"2013","410","Guilford County Schools","EMPLOYEE BENEFITS","89,588,589","12,282,686","32,861,469","134,732,744","1,246.28","170.86","457.14","1,874.28","20.3"
"2013","410","Guilford County Schools","PURCHASED SERVICES","8,517,134","4,698,215","43,506,112","56,721,461","118.48","65.36","605.22","789.06","8.6"
"2013","410","Guilford County Schools","SUPPLIES & MATERIALS","10,515,537","22,069,455","22,322,958","54,907,950","146.28","307.01","310.54","763.83","8.3"
"2013","410","Guilford County Schools","INSTRUCTIONAL EQUIP.","637,959","456,539","1,017,869","2,112,367","8.87","6.36","14.16","29.39","0.3"
"2013","410","Guilford County Schools","TOTAL","374,061,610","78,843,705","209,397,036","662,302,351","5,203.60","1,096.81","2,912.95","9,213.36","100.0"
"2013","420","Halifax County Schools","SALARIES","16,139,479","5,351,974","736,804","22,228,257","4,738.54","1,571.34","216.33","6,526.21","56.9"
"2013","420","Halifax County Schools","EMPLOYEE BENEFITS","5,270,811","1,644,701","318,170","7,233,682","1,547.51","482.89","93.41","2,123.81","18.6"
"2013","420","Halifax County Schools","PURCHASED SERVICES","693,972","1,362,219","1,463,064","3,519,255","203.75","399.95","429.55","1,033.25","9.0"
"2013","420","Halifax County Schools","SUPPLIES & MATERIALS","1,107,740","3,850,674","978,673","5,937,087","325.23","1,130.56","287.34","1,743.13","15.2"
"2013","420","Halifax County Schools","INSTRUCTIONAL EQUIP.","767","73,607","45,579","119,953","0.23","21.61","13.38","35.22","0.3"
"2013","420","Halifax County Schools","TOTAL","23,212,769","12,283,175","3,542,290","39,038,234","6,815.26","3,606.35","1,040.01","11,461.62","100.0"
"2013","421","Roanoke Rapids City Schools","SALARIES","12,539,775","1,626,542","1,446,640","15,612,957","4,163.27","540.02","480.29","5,183.58","60.9"
"2013","421","Roanoke Rapids City Schools","EMPLOYEE BENEFITS","4,145,891","571,519","510,747","5,228,157","1,376.46","189.75","169.57","1,735.78","20.3"
"2013","421","Roanoke Rapids City Schools","PURCHASED SERVICES","257,927","146,289","2,259,912","2,664,128","85.63","48.57","750.30","884.50","10.4"
"2013","421","Roanoke Rapids City Schools","SUPPLIES & MATERIALS","472,750","701,825","957,407","2,131,982","156.96","233.01","317.86","707.83","8.3"
"2013","421","Roanoke Rapids City Schools","INSTRUCTIONAL EQUIP.","64","7,446","6,737","14,247","0.02","2.47","2.24","4.73","0.1"
"2013","421","Roanoke Rapids City Schools","TOTAL","17,416,407","3,053,621","5,181,443","25,651,471","5,782.34","1,013.82","1,720.26","8,516.42","100.0"
"2013","422","Weldon City Schools","SALARIES","5,222,037","940,458","1,001,420","7,163,915","5,339.51","961.61","1,023.95","7,325.07","57.4"
"2013","422","Weldon City Schools","EMPLOYEE BENEFITS","1,666,253","355,473","334,283","2,356,009","1,703.74","363.47","341.80","2,409.01","18.9"
"2013","422","Weldon City Schools","PURCHASED SERVICES","412,158","135,999","1,378,614","1,926,771","421.43","139.05","1,409.63","1,970.11","15.4"
"2013","422","Weldon City Schools","SUPPLIES & MATERIALS","331,039","440,467","220,973","992,479","338.49","450.37","225.94","1,014.80","8.0"
"2013","422","Weldon City Schools","INSTRUCTIONAL EQUIP.","117","12,558","23,210","35,885","0.12","12.84","23.73","36.69","0.3"
"2013","422","Weldon City Schools","TOTAL","7,631,604","1,884,955","2,958,500","12,475,059","7,803.29","1,927.34","3,025.05","12,755.68","100.0"
"2013","430","Harnett County Schools","SALARIES","73,114,867","9,765,813","9,539,771","92,420,451","3,643.90","486.71","475.44","4,606.05","59.7"
"2013","430","Harnett County Schools","EMPLOYEE BENEFITS","23,731,534","3,534,483","2,816,598","30,082,615","1,182.73","176.16","140.37","1,499.26","19.3"
"2013","430","Harnett County Schools","PURCHASED SERVICES","3,170,955","1,182,047","7,141,781","11,494,783","158.03","58.92","355.93","572.88","7.4"
"2013","430","Harnett County Schools","SUPPLIES & MATERIALS","5,500,880","4,201,020","5,726,059","15,427,959","274.15","209.37","285.38","768.90","10.0"
"2013","430","Harnett County Schools","INSTRUCTIONAL EQUIP.","3,467,617","823,243","1,215,387","5,506,247","172.82","41.03","60.57","274.42","3.6"
"2013","430","Harnett County Schools","TOTAL","108,985,853","19,506,606","26,439,596","154,932,055","5,431.63","972.19","1,317.69","7,721.51","100.0"
"2013","440","Haywood County Schools","SALARIES","28,817,309","4,194,721","7,958,253","40,970,283","3,863.43","562.37","1,066.93","5,492.73","62.2"
"2013","440","Haywood County Schools","EMPLOYEE BENEFITS","9,573,401","1,612,057","2,591,863","13,777,321","1,283.47","216.12","347.48","1,847.07","20.8"
"2013","440","Haywood County Schools","PURCHASED SERVICES","447,610","297,539","3,447,285","4,192,434","60.01","39.89","462.16","562.06","6.4"
"2014","650","New Hanover County Schools","SUPPLIES & MATERIALS","2,395,339","5,402,501","9,055,881","16,853,721","94.68","213.55","357.95","666.18","7.5"
"2014","650","New Hanover County Schools","INSTRUCTIONAL EQUIP.","413,037","136,855","377,649","927,541","16.33","5.40","14.93","36.66","0.4"
"2014","650","New Hanover County Schools","TOTAL","130,783,745","23,704,457","70,892,697","225,380,899","5,169.53","936.98","2,802.18","8,908.69","100.0"
"2014","660","Northampton County Schools","SALARIES","10,764,375","1,940,269","720,469","13,425,113","5,355.41","965.31","358.44","6,679.16","56.2"
"2014","660","Northampton County Schools","EMPLOYEE BENEFITS","3,602,130","653,183","232,021","4,487,334","1,792.10","324.97","115.43","2,232.50","18.8"
"2014","660","Northampton County Schools","PURCHASED SERVICES","728,341","356,126","1,711,998","2,796,465","362.36","177.18","851.74","1,391.28","11.7"
"2014","660","Northampton County Schools","SUPPLIES & MATERIALS","1,175,720","1,149,480","783,475","3,108,675","584.94","571.87","389.79","1,546.60","13.0"
"2014","660","Northampton County Schools","INSTRUCTIONAL EQUIP.","27,415","41,612","4,043","73,070","13.64","20.70","2.01","36.35","0.3"
"2014","660","Northampton County Schools","TOTAL","16,297,981","4,140,670","3,452,006","23,890,657","8,108.45","2,060.03","1,717.41","11,885.89","100.0"
"2014","670","Onslow County Schools","SALARIES","85,261,842","9,716,253","27,989,239","122,967,334","3,413.20","388.96","1,120.47","4,922.63","60.9"
"2014","670","Onslow County Schools","EMPLOYEE BENEFITS","28,813,458","3,458,537","8,593,305","40,865,300","1,153.46","138.45","344.01","1,635.92","20.3"
"2014","670","Onslow County Schools","PURCHASED SERVICES","5,007,502","1,268,262","10,153,837","16,429,601","200.46","50.77","406.48","657.71","8.1"
"2014","670","Onslow County Schools","SUPPLIES & MATERIALS","4,889,751","4,833,348","9,258,353","18,981,452","195.75","193.49","370.63","759.87","9.4"
"2014","670","Onslow County Schools","INSTRUCTIONAL EQUIP.","1,575,760","671,269","434,775","2,681,804","63.08","26.88","17.40","107.36","1.3"
"2014","670","Onslow County Schools","TOTAL","125,548,313","19,947,669","56,429,509","201,925,491","5,025.95","798.55","2,258.99","8,083.49","100.0"
"2014","680","Orange County Schools","SALARIES","28,614,405","3,016,338","14,508,004","46,138,747","3,792.00","399.72","1,922.61","6,114.33","63.7"
"2014","680","Orange County Schools","EMPLOYEE BENEFITS","9,489,106","1,119,285","4,528,737","15,137,128","1,257.50","148.33","600.15","2,005.98","20.9"
"2014","680","Orange County Schools","PURCHASED SERVICES","567,850","170,561","5,429,886","6,168,297","75.25","22.61","719.57","817.43","8.5"
"2014","680","Orange County Schools","SUPPLIES & MATERIALS","1,680,409","1,046,341","1,997,241","4,723,991","222.69","138.66","264.68","626.03","6.5"
"2014","680","Orange County Schools","INSTRUCTIONAL EQUIP.","173,544","9,766","107,967","291,277","23.00","1.29","14.31","38.60","0.4"
"2014","680","Orange County Schools","TOTAL","40,525,314","5,362,291","26,571,835","72,459,440","5,370.44","710.61","3,521.32","9,602.37","100.0"
"2014","681","Chapel-Hill/Carrboro City Schools","SALARIES","42,523,697","2,692,055","39,906,940","85,122,692","3,503.35","221.79","3,287.77","7,012.91","64.5"
"2014","681","Chapel-Hill/Carrboro City Schools","EMPLOYEE BENEFITS","13,170,389","930,168","14,072,622","28,173,179","1,085.05","76.63","1,159.39","2,321.07","21.3"
"2014","681","Chapel-Hill/Carrboro City Schools","PURCHASED SERVICES","878,042","1,740,566","10,516,146","13,134,754","72.34","143.40","866.38","1,082.12","10.0"
"2014","681","Chapel-Hill/Carrboro City Schools","SUPPLIES & MATERIALS","1,905,629","367,142","2,248,403","4,521,174","157.00","30.24","185.24","372.48","3.4"
"2014","681","Chapel-Hill/Carrboro City Schools","INSTRUCTIONAL EQUIP.","796,739","32,513","179,497","1,008,749","65.64","2.68","14.79","83.11","0.8"
"2014","681","Chapel-Hill/Carrboro City Schools","TOTAL","59,274,496","5,762,444","66,923,608","131,960,548","4,883.38","474.74","5,513.57","10,871.69","100.0"
"2014","690","Pamlico County Schools","SALARIES","7,062,670","923,143","957,889","8,943,702","5,561.16","726.89","754.24","7,042.29","61.1"
"2014","690","Pamlico County Schools","EMPLOYEE BENEFITS","2,451,584","319,636","293,163","3,064,383","1,930.38","251.68","230.84","2,412.90","21.0"
"2014","690","Pamlico County Schools","PURCHASED SERVICES","183,537","213,829","1,107,574","1,504,940","144.52","168.36","872.11","1,184.99","10.3"
"2014","690","Pamlico County Schools","SUPPLIES & MATERIALS","450,202","282,570","366,522","1,099,294","354.49","222.50","288.60","865.59","7.5"
"2014","690","Pamlico County Schools","INSTRUCTIONAL EQUIP.","9,375","6,259","2,432","18,066","7.38","4.94","1.91","14.23","0.1"
"2014","690","Pamlico County Schools","TOTAL","10,157,368","1,745,437","2,727,580","14,630,385","7,997.93","1,374.37","2,147.70","11,520.00","100.0"
"2014","700","Pasquotank County Schools","SALARIES","22,993,273","3,012,203","5,017,541","31,023,017","4,071.77","533.42","888.53","5,493.72","60.7"
"2014","700","Pasquotank County Schools","EMPLOYEE BENEFITS","7,808,350","953,286","1,734,885","10,496,521","1,382.74","168.82","307.22","1,858.78","20.6"
"2014","700","Pasquotank County Schools","PURCHASED SERVICES","849,507","157,460","3,188,402","4,195,369","150.44","27.88","564.62","742.94","8.2"
"2014","700","Pasquotank County Schools","SUPPLIES & MATERIALS","1,602,550","1,544,620","1,790,924","4,938,094","283.79","273.52","317.15","874.46","9.7"
"2014","700","Pasquotank County Schools","INSTRUCTIONAL EQUIP.","254,855","27,283","142,534","424,672","45.13","4.83","25.24","75.20","0.8"
"2014","700","Pasquotank County Schools","TOTAL","33,508,535","5,694,852","11,874,286","51,077,673","5,933.87","1,008.47","2,102.76","9,045.10","100.0"
"2014","710","Pender County Schools","SALARIES","30,529,500","2,949,197","4,447,088","37,925,785","3,520.06","340.05","512.75","4,372.86","55.6"
"2014","710","Pender County Schools","EMPLOYEE BENEFITS","10,305,783","1,066,086","1,276,297","12,648,166","1,188.26","122.92","147.16","1,458.34","18.5"
"2014","710","Pender County Schools","PURCHASED SERVICES","1,096,864","2,582,798","6,733,018","10,412,680","126.47","297.80","776.32","1,200.59","15.3"
"2014","710","Pender County Schools","SUPPLIES & MATERIALS","2,813,219","838,120","2,879,698","6,531,037","324.37","96.63","332.03","753.03","9.6"
"2014","710","Pender County Schools","INSTRUCTIONAL EQUIP.","656,167","4,403","934","661,504","75.66","0.50","0.11","76.27","1.0"
"2014","710","Pender County Schools","TOTAL","45,401,533","7,440,604","15,337,035","68,179,172","5,234.82","857.90","1,768.37","7,861.09","100.0"
"2014","720","Perquimans County Schools","SALARIES","8,233,463","1,111,642","1,128,543","10,473,648","4,649.05","627.69","637.23","5,913.97","59.6"
"2014","720","Perquimans County Schools","EMPLOYEE BENEFITS","2,861,515","423,970","401,991","3,687,476","1,615.76","239.39","226.99","2,082.14","21.0"
"2014","720","Perquimans County Schools","PURCHASED SERVICES","386,167","83,602","1,171,577","1,641,346","218.05","47.21","661.53","926.79","9.3"
"2014","720","Perquimans County Schools","SUPPLIES & MATERIALS","683,166","414,804","667,755","1,765,725","385.75","234.22","377.05","997.02","10.0"
"2014","720","Perquimans County Schools","INSTRUCTIONAL EQUIP.","9,956","0","2,171","12,127","5.62","0.00","1.23","6.85","0.1"
"2014","761","Asheboro City Schools","SALARIES","18,192,986","3,440,235","5,119,014","26,752,235","3,879.93","733.68","1,091.71","5,705.32","61.2"
"2014","761","Asheboro City Schools","EMPLOYEE BENEFITS","6,507,101","1,295,965","1,852,365","9,655,431","1,387.74","276.39","395.04","2,059.17","22.0"
"2014","761","Asheboro City Schools","PURCHASED SERVICES","525,732","337,370","2,354,108","3,217,210","112.12","71.95","502.05","686.12","7.4"
"2014","761","Asheboro City Schools","SUPPLIES & MATERIALS","1,169,879","1,664,307","1,024,834","3,859,020","249.49","354.94","218.56","822.99","8.8"
"2014","761","Asheboro City Schools","INSTRUCTIONAL EQUIP.","117,658","108,578","14,487","240,723","25.09","23.16","3.09","51.34","0.6"
"2014","761","Asheboro City Schools","TOTAL","26,513,356","6,846,455","10,364,808","43,724,619","5,654.37","1,460.12","2,210.45","9,324.94","100.0"
"2014","770","Richmond County Schools","SALARIES","30,330,762","5,028,785","2,887,339","38,246,886","4,001.95","663.51","380.97","5,046.43","60.0"
"2014","770","Richmond County Schools","EMPLOYEE BENEFITS","10,269,761","1,891,020","1,090,716","13,251,497","1,355.03","249.51","143.91","1,748.45","20.9"
"2014","770","Richmond County Schools","PURCHASED SERVICES","1,315,025","386,553","2,911,606","4,613,184","173.51","51.00","384.17","608.68","7.2"
"2014","770","Richmond County Schools","SUPPLIES & MATERIALS","2,754,287","2,690,495","1,685,770","7,130,552","363.41","354.99","222.43","940.83","11.2"
"2014","770","Richmond County Schools","INSTRUCTIONAL EQUIP.","430,716","25,206","14,260","470,182","56.83","3.33","1.88","62.04","0.7"
"2014","770","Richmond County Schools","TOTAL","45,100,551","10,022,059","8,589,691","63,712,301","5,950.73","1,322.34","1,133.36","8,406.43","100.0"
"2014","780","Robeson County Schools","SALARIES","97,384,890","14,357,799","5,572,649","117,315,338","4,168.52","614.58","238.53","5,021.63","55.0"
"2014","780","Robeson County Schools","EMPLOYEE BENEFITS","33,735,131","6,421,279","2,274,971","42,431,381","1,444.02","274.86","97.38","1,816.26","20.0"
"2014","780","Robeson County Schools","PURCHASED SERVICES","5,853,529","3,991,062","8,129,536","17,974,127","250.56","170.83","347.98","769.37","8.4"
"2014","780","Robeson County Schools","SUPPLIES & MATERIALS","7,045,019","11,612,623","3,551,279","22,208,921","301.56","497.07","152.01","950.64","10.4"
"2014","780","Robeson County Schools","INSTRUCTIONAL EQUIP.","3,552,312","9,271,551","455,671","13,279,534","152.06","396.86","19.50","568.42","6.2"
"2014","780","Robeson County Schools","TOTAL","147,570,881","45,654,314","19,984,106","213,209,301","6,316.72","1,954.20","855.40","9,126.32","100.0"
"2014","790","Rockingham County Schools","SALARIES","53,419,437","5,964,354","9,927,244","69,311,035","4,105.08","458.34","762.87","5,326.29","60.5"
"2014","790","Rockingham County Schools","EMPLOYEE BENEFITS","18,257,440","2,286,863","3,700,709","24,245,012","1,403.02","175.73","284.39","1,863.14","21.2"
"2014","790","Rockingham County Schools","PURCHASED SERVICES","1,111,497","658,455","8,205,478","9,975,430","85.41","50.60","630.56","766.57","8.7"
"2014","790","Rockingham County Schools","SUPPLIES & MATERIALS","2,083,408","2,552,567","4,491,576","9,127,551","160.10","196.16","345.16","701.42","8.0"
"2014","790","Rockingham County Schools","INSTRUCTIONAL EQUIP.","41,509","1,009,012","760,427","1,810,948","3.19","77.53","58.44","139.16","1.6"
"2014","790","Rockingham County Schools","TOTAL","74,913,291","12,471,251","27,085,434","114,469,976","5,756.80","958.36","2,081.42","8,796.58","100.0"
"2014","800","Rowan-Salisbury County Schools","SALARIES","74,671,536","9,439,865","15,951,837","100,063,238","3,789.47","479.06","809.53","5,078.06","58.8"
"2014","800","Rowan-Salisbury County Schools","EMPLOYEE BENEFITS","26,315,126","3,311,729","5,488,817","35,115,672","1,335.45","168.07","278.55","1,782.07","20.6"
"2014","800","Rowan-Salisbury County Schools","PURCHASED SERVICES","920,648","1,156,373","9,628,232","11,705,253","46.72","58.68","488.62","594.02","6.9"
"2014","800","Rowan-Salisbury County Schools","SUPPLIES & MATERIALS","3,516,503","9,304,870","8,646,094","21,467,467","178.46","472.20","438.78","1,089.44","12.6"
"2014","800","Rowan-Salisbury County Schools","INSTRUCTIONAL EQUIP.","1,561,167","157,933","221,409","1,940,509","79.23","8.01","11.24","98.48","1.1"
"2014","800","Rowan-Salisbury County Schools","TOTAL","106,984,980","23,370,770","39,936,389","170,292,139","5,429.33","1,186.02","2,026.72","8,642.07","100.0"
"2014","810","Rutherford County Schools","SALARIES","33,212,325","5,854,550","5,032,363","44,099,238","3,919.32","690.88","593.86","5,204.06","59.9"
"2014","810","Rutherford County Schools","EMPLOYEE BENEFITS","11,809,165","2,476,968","1,681,846","15,967,979","1,393.58","292.30","198.47","1,884.35","21.7"
"2014","810","Rutherford County Schools","PURCHASED SERVICES","1,181,693","580,504","3,407,554","5,169,751","139.45","68.50","402.12","610.07","7.0"
"2014","810","Rutherford County Schools","SUPPLIES & MATERIALS","2,965,213","2,704,467","2,482,139","8,151,819","349.92","319.15","292.91","961.98","11.1"
"2014","810","Rutherford County Schools","INSTRUCTIONAL EQUIP.","18,599","43,460","170,977","233,036","2.19","5.13","20.18","27.50","0.3"
"2014","810","Rutherford County Schools","TOTAL","49,186,995","11,659,949","12,774,879","73,621,823","5,804.46","1,375.96","1,507.54","8,687.96","100.0"
"2014","820","Sampson County Schools","SALARIES","35,009,575","4,735,048","4,048,417","43,793,040","4,121.20","557.39","476.56","5,155.15","59.8"
"2014","820","Sampson County Schools","EMPLOYEE BENEFITS","12,149,918","1,873,159","1,379,284","15,402,361","1,430.24","220.51","162.36","1,813.11","21.1"
"2014","820","Sampson County Schools","PURCHASED SERVICES","808,956","657,415","4,708,874","6,175,245","95.23","77.39","554.31","726.93","8.4"
"2014","820","Sampson County Schools","SUPPLIES & MATERIALS","2,338,469","2,992,433","2,082,686","7,413,588","275.28","352.25","245.17","872.70","10.1"
"2014","820","Sampson County Schools","INSTRUCTIONAL EQUIP.","178,913","82,270","153,937","415,120","21.06","9.69","18.12","48.87","0.6"
"2014","820","Sampson County Schools","TOTAL","50,485,831","10,340,325","12,373,198","73,199,354","5,943.01","1,217.23","1,456.52","8,616.76","100.0"
"2014","821","Clinton City Schools","SALARIES","12,098,006","1,864,472","2,747,707","16,710,185","4,003.31","616.97","909.23","5,529.51","61.8"
"2014","821","Clinton City Schools","EMPLOYEE BENEFITS","4,087,660","686,540","861,225","5,635,425","1,352.63","227.18","284.99","1,864.80","20.9"
"2014","821","Clinton City Schools","PURCHASED SERVICES","311,209","232,063","1,752,331","2,295,603","102.98","76.79","579.86","759.63","8.5"
"2014","821","Clinton City Schools","SUPPLIES & MATERIALS","345,862","886,513","777,745","2,010,120","114.45","293.35","257.36","665.16","7.4"
"2014","821","Clinton City Schools","INSTRUCTIONAL EQUIP.","250,834","101,304","18,983","371,121","83.00","33.53","6.28","122.81","1.4"
"2014","821","Clinton City Schools","TOTAL","17,093,571","3,770,892","6,157,991","27,022,454","5,656.37","1,247.82","2,037.72","8,941.91","100.0"
"2014","830","Scotland County Schools","SALARIES","26,704,015","4,155,637","4,565,448","35,425,100","4,441.05","691.11","759.26","5,891.42","60.3"
"2014","830","Scotland County Schools","EMPLOYEE BENEFITS","9,183,520","1,482,684","1,500,231","12,166,435","1,527.28","246.58","249.50","2,023.36","20.7"
"2013","440","Haywood County Schools","SUPPLIES & MATERIALS","1,424,877","1,594,391","3,247,954","6,267,222","191.03","213.75","435.44","840.22","9.5"
"2013","440","Haywood County Schools","INSTRUCTIONAL EQUIP.","128,121","40,082","536,178","704,381","17.18","5.37","71.88","94.43","1.1"
"2013","440","Haywood County Schools","TOTAL","40,391,318","7,738,790","17,781,533","65,911,641","5,415.12","1,037.50","2,383.89","8,836.51","100.0"
"2013","450","Henderson County Schools","SALARIES","49,887,893","6,432,710","12,551,246","68,871,849","3,746.46","483.08","942.57","5,172.11","62.4"
"2013","450","Henderson County Schools","EMPLOYEE BENEFITS","16,295,532","2,216,743","4,255,430","22,767,705","1,223.76","166.47","319.57","1,709.80","20.5"
"2013","450","Henderson County Schools","PURCHASED SERVICES","1,424,174","565,612","4,497,536","6,487,322","106.95","42.48","337.75","487.18","5.9"
"2013","450","Henderson County Schools","SUPPLIES & MATERIALS","3,102,858","4,247,120","4,335,380","11,685,358","233.02","318.94","325.58","877.54","10.6"
"2013","450","Henderson County Schools","INSTRUCTIONAL EQUIP.","88,972","22,846","503,930","615,748","6.68","1.72","37.84","46.24","0.6"
"2013","450","Henderson County Schools","TOTAL","70,799,429","13,485,031","26,143,522","110,427,982","5,316.87","1,012.69","1,963.31","8,292.87","100.0"
"2013","460","Hertford County Schools","SALARIES","15,759,423","2,403,138","1,191,894","19,354,455","5,216.62","795.48","394.54","6,406.64","61.3"
"2013","460","Hertford County Schools","EMPLOYEE BENEFITS","4,937,632","841,477","597,826","6,376,935","1,634.44","278.54","197.89","2,110.87","20.3"
"2013","460","Hertford County Schools","PURCHASED SERVICES","265,538","335,284","1,648,084","2,248,906","87.90","110.98","545.54","744.42","7.1"
"2013","460","Hertford County Schools","SUPPLIES & MATERIALS","739,846","1,118,521","1,431,533","3,289,900","244.90","370.25","473.86","1,089.01","10.4"
"2013","460","Hertford County Schools","INSTRUCTIONAL EQUIP.","136,787","37,088","123,976","297,851","45.28","12.27","41.04","98.59","0.9"
"2013","460","Hertford County Schools","TOTAL","21,839,226","4,735,508","4,993,313","31,568,047","7,229.14","1,567.52","1,652.87","10,449.53","100.0"
"2013","470","Hoke County Schools","SALARIES","32,771,034","4,047,058","2,721,980","39,540,072","4,093.31","505.50","339.99","4,938.80","60.3"
"2013","470","Hoke County Schools","EMPLOYEE BENEFITS","10,545,569","1,489,510","860,135","12,895,214","1,317.21","186.04","107.44","1,610.69","19.7"
"2013","470","Hoke County Schools","PURCHASED SERVICES","2,058,474","722,455","2,849,749","5,630,678","257.12","90.24","355.95","703.31","8.6"
"2013","470","Hoke County Schools","SUPPLIES & MATERIALS","2,928,521","2,228,386","1,910,685","7,067,592","365.79","278.34","238.66","882.79","10.8"
"2013","470","Hoke County Schools","INSTRUCTIONAL EQUIP.","99,437","66,915","249,257","415,609","12.42","8.36","31.13","51.91","0.6"
"2013","470","Hoke County Schools","TOTAL","48,403,035","8,554,324","8,591,806","65,549,165","6,045.85","1,068.48","1,073.17","8,187.50","100.0"
"2013","480","Hyde County Schools","SALARIES","5,001,780","498,396","348,166","5,848,342","8,852.71","882.12","616.22","10,351.05","59.0"
"2013","480","Hyde County Schools","EMPLOYEE BENEFITS","1,632,934","138,893","133,910","1,905,737","2,890.15","245.83","237.01","3,372.99","19.2"
"2013","480","Hyde County Schools","PURCHASED SERVICES","333,345","134,394","869,270","1,337,009","589.99","237.87","1,538.53","2,366.39","13.5"
"2013","480","Hyde County Schools","SUPPLIES & MATERIALS","303,348","264,458","258,678","826,484","536.90","468.06","457.84","1,462.80","8.3"
"2013","480","Hyde County Schools","INSTRUCTIONAL EQUIP.","1,129","0","771","1,900","2.00","0.00","1.36","3.36","0.0"
"2013","480","Hyde County Schools","TOTAL","7,272,536","1,036,141","1,610,795","9,919,472","12,871.75","1,833.88","2,850.96","17,556.59","100.0"
"2013","490","Iredell-Statesville Schools","SALARIES","73,288,967","8,146,828","20,416,027","101,851,822","3,457.19","384.30","963.07","4,804.56","62.2"
"2013","490","Iredell-Statesville Schools","EMPLOYEE BENEFITS","24,795,425","3,150,618","6,588,945","34,534,988","1,169.65","148.63","310.81","1,629.09","21.1"
"2013","490","Iredell-Statesville Schools","PURCHASED SERVICES","2,532,248","1,137,373","9,449,809","13,119,430","119.45","53.65","445.77","618.87","8.0"
"2013","490","Iredell-Statesville Schools","SUPPLIES & MATERIALS","3,664,526","3,196,865","5,537,712","12,399,103","172.86","150.80","261.23","584.89","7.6"
"2013","490","Iredell-Statesville Schools","INSTRUCTIONAL EQUIP.","235,776","46,800","1,469,545","1,752,121","11.12","2.21","69.32","82.65","1.1"
"2013","490","Iredell-Statesville Schools","TOTAL","104,516,942","15,678,484","43,462,038","163,657,464","4,930.27","739.59","2,050.20","7,720.06","100.0"
"2013","491","Mooresville City Schools","SALARIES","19,772,348","1,757,169","5,549,629","27,079,146","3,443.46","306.02","966.50","4,715.98","58.5"
"2013","491","Mooresville City Schools","EMPLOYEE BENEFITS","6,701,400","520,696","1,790,188","9,012,284","1,167.08","90.69","311.77","1,569.54","19.4"
"2013","491","Mooresville City Schools","PURCHASED SERVICES","1,312,333","125,469","4,217,727","5,655,529","228.55","21.85","734.54","984.94","12.2"
"2013","491","Mooresville City Schools","SUPPLIES & MATERIALS","1,403,101","674,392","2,226,341","4,303,834","244.36","117.45","387.73","749.54","9.3"
"2013","491","Mooresville City Schools","INSTRUCTIONAL EQUIP.","13,564","123,575","123,055","260,194","2.36","21.52","21.43","45.31","0.6"
"2013","491","Mooresville City Schools","TOTAL","29,202,746","3,201,301","13,906,940","46,310,987","5,085.81","557.53","2,421.97","8,065.31","100.0"
"2013","500","Jackson County Schools","SALARIES","14,413,307","2,358,646","3,163,784","19,935,737","4,026.06","658.84","883.74","5,568.64","61.5"
"2013","500","Jackson County Schools","EMPLOYEE BENEFITS","4,848,591","847,366","1,165,425","6,861,382","1,354.36","236.69","325.54","1,916.59","21.2"
"2013","500","Jackson County Schools","PURCHASED SERVICES","901,964","246,557","1,548,992","2,697,513","251.95","68.87","432.68","753.50","8.3"
"2013","500","Jackson County Schools","SUPPLIES & MATERIALS","709,470","792,653","1,276,590","2,778,713","198.18","221.41","356.59","776.18","8.6"
"2013","500","Jackson County Schools","INSTRUCTIONAL EQUIP.","8,731","14,182","103,009","125,922","2.44","3.96","28.77","35.17","0.4"
"2013","500","Jackson County Schools","TOTAL","20,882,063","4,259,404","7,257,800","32,399,267","5,832.99","1,189.77","2,027.32","9,050.08","100.0"
"2013","510","Johnston County Schools","SALARIES","124,031,902","15,715,212","23,480,222","163,227,336","3,736.46","473.43","707.34","4,917.23","61.3"
"2013","510","Johnston County Schools","EMPLOYEE BENEFITS","39,553,414","6,049,701","8,638,317","54,241,432","1,191.55","182.24","260.23","1,634.02","20.4"
"2013","510","Johnston County Schools","PURCHASED SERVICES","3,349,529","1,348,704","16,344,337","21,042,570","100.90","40.64","492.37","633.91","7.9"
"2013","510","Johnston County Schools","SUPPLIES & MATERIALS","10,887,346","5,311,510","10,978,778","27,177,634","327.98","160.01","330.74","818.73","10.2"
"2013","510","Johnston County Schools","INSTRUCTIONAL EQUIP.","350,376","129,091","101,079","580,546","10.56","3.88","3.05","17.49","0.2"
"2013","510","Johnston County Schools","TOTAL","178,172,567","28,554,218","59,542,733","266,269,518","5,367.45","860.20","1,793.73","8,021.38","100.0"
"2013","520","Jones County Schools","SALARIES","6,687,439","650,797","672,311","8,010,547","5,861.03","570.38","589.23","7,020.64","58.7"
"2013","520","Jones County Schools","EMPLOYEE BENEFITS","2,218,703","231,869","190,537","2,641,109","1,944.52","203.22","166.99","2,314.73","19.4"
"2013","520","Jones County Schools","PURCHASED SERVICES","576,153","134,853","644,468","1,355,474","504.95","118.19","564.83","1,187.97","9.9"
